X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-7.692596,53.288234,2021/01/10 00:00:00+00,6888,147613,8,2344,2021/01/08 00:00:00+00,140592,7740,908,10766,10984,83,71,280,492,599,935,1115,66947,73630,15,3545,8791,25848,25544,22186,20907,15947,38,0,0,0,315,1428,1678,1057,7822,5608,4366
-7.692596,53.288234,2021/01/11 00:00:00+00,4929,152539,8,2352,2021/01/09 00:00:00+00,147423,8001,941,10766,10988,85,72,290,503,620,960,1150,70196,77212,15,3669,9093,27123,26836,23309,22014,16791,38,0,0,0,316,1476,1741,1102,8219,5834,4507
-7.692596,53.288234,2021/01/12 00:00:00+00,3086,155591,46,2397,2021/01/10 00:00:00+00,152311,8178,961,10766,10989,87,73,292,511,628,976,1173,72443,79853,15,3771,9347,28013,27686,24088,22770,17396,39,0,0,0,317,1511,1796,1129,8556,6021,4635
-7.692596,53.288234,2021/01/13 00:00:00+00,3569,159144,63,2460,2021/01/11 00:00:00+00,155381,8459,988,10766,11081,89,74,300,527,641,997,1207,73862,81504,15,3828,9456,28467,28227,24590,23202,17810,42,0,0,0,318,1568,1880,1174,8776,6221,4776
-7.692596,53.288234,2021/01/14 00:00:00+00,3955,163057,28,2488,2021/01/12 00:00:00+00,158938,8704,1011,10766,11170,90,77,306,540,656,1021,1242,75481,83442,15,3887,9611,28969,28846,25170,23853,18286,42,0,0,0,319,1619,1935,1216,9012,6380,4896
-7.692596,53.288234,2021/01/15 00:00:00+00,3498,166548,50,2536,2021/01/13 00:00:00+00,162884,8956,1037,10766,11204,92,79,311,561,668,1048,1281,77309,85560,15,3961,9778,29530,29496,25843,24521,18814,42,0,0,0,320,1658,2006,1250,9245,6613,5055
-7.692596,53.288234,2021/01/16 00:00:00+00,3231,169780,60,2595,2021/01/14 00:00:00+00,166375,9224,1057,10766,11263,95,83,324,570,692,1079,1318,78891,87469,15,4025,9925,30027,30075,26442,25109,19259,42,0,0,0,321,1702,2062,1297,9464,6815,5205
-7.692596,53.288234,2021/01/17 00:00:00+00,2944,172726,13,2608,2021/01/15 00:00:00+00,169596,9445,1072,10766,11275,97,84,332,580,703,1106,1344,80387,89194,15,4101,10074,30462,30629,26981,25675,19657,42,0,0,0,322,1731,2122,1344,9652,6984,5352
-7.692596,53.288234,2021/01/18 00:00:00+00,2121,174843,8,2616,2021/01/16 00:00:00+00,172533,9570,1089,10766,11296,97,85,337,583,714,1116,1364,81737,90781,15,4175,10236,30922,31136,27470,26148,20026,40,0,0,0,323,1750,2155,1367,9808,7117,5458
-7.692596,53.288234,2021/01/19 00:00:00+00,2001,176839,93,2708,2021/01/17 00:00:00+00,174643,9660,1103,10766,11368,98,85,342,587,722,1128,1376,82732,91896,15,4214,10325,31267,31515,27856,26471,20275,39,0,0,0,324,1762,2177,1381,9923,7215,5545
-7.692596,53.288234,2021/01/20 00:00:00+00,2488,179324,61,2768,2021/01/18 00:00:00+00,176631,9860,1125,10766,11415,100,86,348,596,737,1142,1406,83619,92996,16,4259,10422,31548,31861,28184,26785,20507,42,0,0,0,325,1804,2219,1420,10056,7332,5639
-7.692596,53.288234,2021/01/21 00:00:00+00,2608,181922,51,2818,2021/01/19 00:00:00+00,179104,10026,1137,10766,11461,100,86,359,600,749,1157,1426,84712,94376,16,4302,10513,31857,32254,28631,27246,20813,43,0,0,0,326,1827,2262,1458,10212,7467,5771
-7.692596,53.288234,2021/01/22 00:00:00+00,2371,184279,52,2870,2021/01/20 00:00:00+00,181702,10181,1148,10766,11488,102,88,361,612,759,1172,1451,85962,95724,16,4359,10618,32191,32719,29089,27718,21140,42,0,0,0,327,1855,2298,1481,10366,7602,5861
-7.692596,53.288234,2021/01/23 00:00:00+00,1910,186184,77,2947,2021/01/21 00:00:00+00,184066,10340,1163,10766,11518,105,89,368,617,770,1184,1470,87113,96937,16,4418,10743,32528,33151,29478,28067,21430,40,0,0,0,328,1883,2347,1505,10507,7737,5968
-7.692596,53.288234,2021/01/24 00:00:00+00,1378,187554,23,2970,2021/01/22 00:00:00+00,185969,10452,1173,10766,11539,105,90,370,624,777,1193,1483,87998,97955,16,4470,10833,32796,33507,29817,28363,21634,40,0,0,0,329,1899,2377,1532,10604,7843,6063
-7.692596,53.288234,2021/01/25 00:00:00+00,1372,188923,7,2978,2021/01/23 00:00:00+00,187338,10525,1181,10766,11561,105,90,370,631,780,1199,1491,88638,98684,16,4497,10912,32999,33764,30050,28573,21803,39,0,0,0,330,1912,2400,1545,10681,7908,6112
-7.692596,53.288234,2021/01/26 00:00:00+00,928,189851,90,3066,2021/01/24 00:00:00+00,188703,10616,1187,10766,11600,106,91,376,638,784,1206,1506,89254,99433,16,4547,10977,33176,34004,30282,28786,21958,41,0,0,0,331,1926,2421,1560,10752,7983,6199
-7.692596,53.288234,2021/01/27 00:00:00+00,1335,191182,54,3120,2021/01/25 00:00:00+00,189619,10737,1195,10766,11627,107,91,381,641,790,1214,1516,89671,99932,16,4570,11021,33295,34146,30415,28928,22059,44,0,0,0,332,1942,2463,1590,10810,8066,6270
-7.692596,53.288234,2021/01/28 00:00:00+00,1466,192645,47,3167,2021/01/26 00:00:00+00,190949,10844,1206,10766,11645,108,93,385,650,797,1222,1528,90289,100644,16,4617,11086,33479,34351,30639,29136,22201,43,0,0,0,333,1963,2490,1606,10905,8148,6348
-7.692596,53.288234,2021/01/29 00:00:00+00,1254,193892,48,3214,2021/01/27 00:00:00+00,192408,10959,1214,10766,11667,110,94,388,662,805,1234,1538,90982,101410,16,4654,11175,33697,34564,30889,29359,22352,41,0,0,0,334,1987,2513,1626,10997,8243,6439
-7.692596,53.288234,2021/01/30 00:00:00+00,1414,195303,79,3292,2021/01/28 00:00:00+00,193651,11060,1218,10766,11723,110,95,390,665,808,1247,1549,91573,102062,16,4686,11238,33876,34776,31072,29556,22507,42,0,0,0,335,2009,2539,1646,11077,8320,6504
-7.692596,53.288234,2021/01/31 00:00:00+00,1247,196547,15,3307,2021/01/29 00:00:00+00,195013,11150,1228,10766,11727,114,97,394,673,817,1254,1564,92216,102781,16,4735,11327,34063,35023,31311,29772,22649,38,0,0,0,336,2023,2558,1654,11160,8383,6551
-7.692596,53.288234,2021/02/01 00:00:00+00,1062,197553,10,3317,2021/01/30 00:00:00+00,196257,11237,1234,10766,11739,114,97,395,680,826,1262,1575,92797,103444,16,4776,11393,34268,35221,31545,29943,22779,39,0,0,0,337,2037,2578,1671,11229,8448,6616
-7.692596,53.288234,2021/02/02 00:00:00+00,879,198424,101,3418,2021/01/31 00:00:00+00,197315,11294,1240,10766,11802,114,97,395,684,829,1270,1585,93308,103991,16,4800,11445,34422,35404,31736,30103,22895,41,0,0,0,338,2049,2586,1683,11296,8499,6676
-7.692596,53.288234,2021/02/03 00:00:00+00,1013,199430,94,3512,2021/02/01 00:00:00+00,198186,11384,1245,10766,11822,114,97,400,692,837,1276,1597,93722,104448,16,4823,11497,34554,35528,31893,30234,22987,41,0,0,0,339,2063,2608,1698,11339,8550,6742
-7.692596,53.288234,2021/02/04 00:00:00+00,1318,200744,75,3586,2021/02/02 00:00:00+00,199193,11477,1254,10766,11847,114,97,405,702,843,1290,1607,94187,104989,17,4858,11566,34694,35683,32057,30394,23094,41,0,0,0,340,2074,2628,1715,11400,8605,6803
-7.692596,53.288234,2021/02/05 00:00:00+00,1047,201763,35,3621,2021/02/03 00:00:00+00,200505,11587,1259,10766,11872,115,98,407,713,848,1302,1623,94814,105674,17,4892,11655,34915,35890,32267,30587,23251,40,0,0,0,341,2095,2651,1732,11485,8665,6858
-7.692596,53.288234,2021/02/06 00:00:00+00,827,202548,55,3674,2021/02/04 00:00:00+00,201546,11692,1265,10766,11900,116,98,413,717,859,1313,1640,95319,106210,17,4926,11739,35078,36063,32416,30750,23372,38,0,0,0,342,2108,2671,1754,11534,8724,6904
-7.692596,53.288234,2021/02/07 00:00:00+00,1024,203568,12,3686,2021/02/05 00:00:00+00,202373,11756,1272,10766,11922,117,99,416,718,862,1320,1647,95730,106626,17,4962,11813,35192,36183,32595,30879,23439,38,0,0,0,343,2123,2686,1765,11574,8763,6933
-7.692596,53.288234,2021/02/08 00:00:00+00,829,204397,6,3687,2021/02/06 00:00:00+00,203396,11818,1280,10766,11922,119,99,418,721,871,1327,1655,96219,107160,17,4991,11913,35401,36351,32753,31025,23538,35,0,0,0,344,2131,2701,1773,11627,8799,6958
-7.692596,53.288234,2021/02/09 00:00:00+00,556,204940,68,3752,2021/02/07 00:00:00+00,204222,11879,1286,10766,11930,120,99,422,728,871,1333,1662,96618,107587,17,5049,11999,35541,36477,32870,31145,23603,35,0,0,0,345,2138,2717,1786,11666,8841,6991
-7.692596,53.288234,2021/02/10 00:00:00+00,1006,205939,54,3794,2021/02/08 00:00:00+00,204775,11954,1294,10766,11955,120,102,425,731,882,1339,1671,96904,107854,17,5071,12049,35630,36553,32967,31236,23651,39,0,0,0,346,2151,2737,1793,11697,8875,7006
-7.692596,53.288234,2021/02/11 00:00:00+00,867,206801,52,3846,2021/02/09 00:00:00+00,205779,12038,1309,10766,11990,123,106,428,734,888,1352,1684,97383,108379,17,5131,12156,35787,36728,33119,31367,23765,35,0,0,0,347,2163,2756,1801,11749,8913,7024
-7.692596,53.288234,2021/02/12 00:00:00+00,921,207720,23,3865,2021/02/10 00:00:00+00,206640,12095,1317,10766,12034,125,107,432,738,894,1360,1692,97783,108840,17,5170,12241,35933,36877,33263,31482,23850,35,0,0,0,348,2169,2770,1805,11786,8954,7043
-7.692596,53.288234,2021/02/13 00:00:00+00,1078,208796,66,3931,2021/02/11 00:00:00+00,207560,12171,1323,10766,12071,126,108,438,745,903,1365,1703,98237,109306,17,5214,12330,36089,37050,33407,31592,23945,34,0,0,0,349,2178,2786,1816,11830,8990,7072
-7.692596,53.288234,2021/02/14 00:00:00+00,788,209582,17,3948,2021/02/12 00:00:00+00,208635,12235,1328,10766,12112,128,108,442,754,907,1371,1710,98761,109855,19,5262,12446,36342,37226,33566,31720,24041,32,0,0,0,350,2189,2800,1823,11885,9020,7086
-7.692596,53.288234,2021/02/15 00:00:00+00,821,210402,0,3948,2021/02/13 00:00:00+00,209420,12271,1331,10766,12115,128,109,444,755,911,1374,1715,99174,110227,19,5317,12542,36505,37355,33678,31824,24098,31,0,0,0,351,2197,2805,1830,11917,9038,7105
-7.692596,53.288234,2021/02/16 00:00:00+00,744,211113,33,3980,2021/02/14 00:00:00+00,210238,12313,1337,10766,12115,130,109,446,758,914,1381,1719,99603,110616,19,5364,12632,36690,37480,33800,31928,24167,31,0,0,0,352,2202,2813,1838,11952,9060,7124
-7.692596,53.288234,2021/02/17 00:00:00+00,650,211751,57,4036,2021/02/15 00:00:00+00,210978,12386,1342,10766,12177,132,109,449,764,917,1392,1728,99978,110981,19,5403,12720,36861,37597,33892,32009,24227,30,0,0,0,353,2212,2835,1845,11986,9106,7136
-7.692596,53.288234,2021/02/18 00:00:00+00,901,212647,47,4082,2021/02/16 00:00:00+00,211624,12448,1348,10766,12217,132,109,451,772,922,1401,1734,100304,111301,19,5430,12766,37002,37687,34002,32108,24283,37,0,0,0,354,2221,2847,1856,12014,9137,7154
-7.692596,53.288234,2021/02/19 00:00:00+00,763,213400,28,4109,2021/02/17 00:00:00+00,212523,12525,1355,10766,12237,132,109,454,778,929,1407,1748,100780,111724,19,5468,12838,37166,37848,34157,32221,24369,36,0,0,0,355,2240,2861,1864,12060,9176,7179
-7.692596,53.288234,2021/02/20 00:00:00+00,988,214378,26,4135,2021/02/18 00:00:00+00,213284,12577,1359,10766,12267,134,110,460,782,933,1408,1755,101154,112111,19,5511,12908,37350,37977,34276,32301,24429,30,0,0,0,356,2250,2872,1870,12096,9195,7200
-7.692596,53.288234,2021/02/21 00:00:00+00,679,215057,1,4136,2021/02/19 00:00:00+00,214267,12640,1364,10766,12267,135,111,465,784,944,1413,1765,101640,112608,19,5578,13005,37569,38116,34438,32408,24514,32,0,0,0,357,2262,2880,1878,12139,9232,7227
-7.692596,53.288234,2021/02/22 00:00:00+00,686,215743,1,4137,2021/02/20 00:00:00+00,214944,12674,1364,10766,12296,136,111,468,786,948,1416,1772,101975,112950,19,5621,13081,37718,38224,34543,32475,24581,32,0,0,0,358,2267,2884,1883,12174,9248,7238
-7.692596,53.288234,2021/02/23 00:00:00+00,575,216300,45,4181,2021/02/21 00:00:00+00,215627,12710,1369,10766,12317,139,113,470,790,953,1424,1776,102302,113306,19,5666,13156,37841,38331,34640,32583,24656,34,0,0,0,359,2270,2887,1885,12202,9263,7248
-7.692596,53.288234,2021/02/24 00:00:00+00,574,216870,56,4237,2021/02/22 00:00:00+00,216202,12762,1371,10766,12392,139,113,472,795,958,1430,1779,102578,113605,19,5701,13227,37959,38410,34727,32645,24708,32,0,0,0,360,2278,2901,1894,12225,9294,7265
-7.692596,53.288234,2021/02/25 00:00:00+00,613,217478,35,4271,2021/02/23 00:00:00+00,216776,12796,1374,10766,12462,140,113,478,797,962,1437,1782,102864,113893,19,5732,13275,38081,38498,34825,32722,24757,34,0,0,0,361,2281,2905,1898,12248,9315,7282
-7.692596,53.288234,2021/02/26 00:00:00+00,776,218251,29,4300,2021/02/24 00:00:00+00,217384,12825,1377,10766,12524,140,113,480,799,963,1443,1788,103170,114195,19,5760,13320,38213,38599,34921,32803,24813,34,0,0,0,362,2285,2909,1901,12280,9334,7299
-7.692596,53.288234,2021/02/27 00:00:00+00,738,218980,13,4316,2021/02/25 00:00:00+00,218157,12869,1382,10766,12580,140,113,484,802,969,1452,1788,103566,114572,19,5803,13397,38361,38725,35043,32934,24855,34,0,0,0,363,2293,2919,1905,12310,9365,7322
-7.692596,53.288234,2021/02/28 00:00:00+00,612,219952,6,4319,2021/02/26 00:00:00+00,218889,12900,1385,10766,12643,141,114,485,804,973,1453,1793,103919,114951,19,5871,13480,38490,38858,35152,33016,24922,31,0,0,0,364,2301,2922,1910,12339,9385,7334
-7.692596,53.288234,2021/03/01 00:00:00+00,687,220273,1,4319,2021/02/27 00:00:00+00,219491,12929,1391,10766,12661,143,115,485,806,975,1460,1797,104214,115258,19,5906,13545,38613,38968,35255,33096,24972,32,0,0,0,365,2302,2928,1914,12354,9399,7341
-7.692596,53.288234,2021/03/02 00:00:00+00,369,220630,14,4333,2021/02/28 00:00:00+00,220176,12952,1394,10766,12670,144,116,486,808,975,1463,1799,104565,115591,20,5956,13637,38757,39085,35337,33182,25030,30,0,0,0,366,2307,2933,1917,12384,9414,7352
-7.692596,53.288234,2021/03/03 00:00:00+00,566,221189,25,4357,2021/03/01 00:00:00+00,220534,12977,1395,10766,12762,144,116,488,809,975,1468,1800,104728,115786,20,5980,13674,38826,39134,35394,33231,25065,34,0,0,0,367,2313,2940,1920,12402,9426,7360
-7.692596,53.288234,2021/03/04 00:00:00+00,462,221649,39,4396,2021/03/02 00:00:00+00,221091,13008,1399,10766,12861,144,116,489,816,979,1471,1808,105006,116064,21,6014,13733,38922,39232,35484,33311,25124,34,0,0,0,368,2316,2944,1921,12426,9438,7365
-7.692596,53.288234,2021/03/05 00:00:00+00,522,222169,9,4405,2021/03/03 00:00:00+00,221542,13043,1402,10766,12936,144,116,492,820,983,1475,1812,105224,116297,21,6043,13777,39024,39304,35548,33364,25172,31,0,0,0,369,2321,2952,1924,12445,9454,7369
-7.692596,53.288234,2021/03/06 00:00:00+00,539,222699,14,4419,2021/03/04 00:00:00+00,222060,13072,1404,10766,13008,145,116,493,824,986,1480,1816,105499,116540,21,6076,13841,39096,39403,35629,33433,25233,33,0,0,0,370,2324,2956,1928,12467,9465,7375
-7.692596,53.288234,2021/03/07 00:00:00+00,525,223219,3,4422,2021/03/05 00:00:00+00,222595,13104,1406,10766,13067,148,116,494,826,991,1484,1821,105795,116778,22,6103,13890,39197,39503,35720,33488,25289,33,0,0,0,371,2327,2963,1930,12502,9478,7383
-7.692596,53.288234,2021/03/08 00:00:00+00,437,223651,0,4422,2021/03/06 00:00:00+00,223120,13130,1407,10766,13087,149,116,496,828,996,1486,1822,106065,117033,22,6141,13959,39301,39601,35801,33539,25326,31,0,0,0,372,2330,2969,1934,12527,9495,7388
-7.692596,53.288234,2021/03/09 00:00:00+00,311,223957,30,4452,2021/03/07 00:00:00+00,223554,13152,1410,10766,13103,150,116,498,828,998,1488,1826,106280,117252,22,6171,14012,39381,39662,35885,33589,25355,33,0,0,0,373,2331,2978,1935,12553,9513,7391
-7.692596,53.288234,2021/03/10 00:00:00+00,631,224588,47,4499,2021/03/08 00:00:00+00,223865,13180,1412,10766,13211,152,116,498,829,1000,1492,1832,106439,117404,22,6198,14041,39440,39707,35925,33639,25380,34,0,0,0,374,2335,2983,1939,12571,9526,7396
-7.692596,53.288234,2021/03/11 00:00:00+00,592,225179,10,4509,2021/03/09 00:00:00+00,224496,13210,1417,10766,13291,153,116,503,831,1001,1492,1837,106756,117718,22,6245,14109,39587,39823,36017,33726,25417,29,0,0,0,375,2341,2990,1942,12592,9538,7400
-7.692596,53.288234,2021/03/12 00:00:00+00,646,225820,10,4518,2021/03/10 00:00:00+00,225086,13229,1420,10766,13326,155,117,504,831,1002,1496,1840,107056,118007,23,6280,14177,39701,39927,36122,33798,25462,32,0,0,0,376,2345,2992,1943,12618,9553,7406
-7.692596,53.288234,2021/03/13 00:00:00+00,543,226358,16,4534,2021/03/11 00:00:00+00,225730,13265,1425,10766,13326,155,117,505,832,1009,1503,1843,107368,118339,23,6314,14267,39842,40030,36229,33869,25513,30,0,0,0,377,2350,2999,1948,12645,9567,7412
-7.692596,53.288234,2021/03/14 00:00:00+00,384,226741,0,4534,2021/03/12 00:00:00+00,226271,13295,1429,10766,13326,155,117,509,838,1012,1506,1846,107637,118611,23,6339,14352,39963,40114,36309,33920,25557,29,0,0,0,378,2354,3003,1951,12670,9586,7419
-7.692596,53.288234,2021/03/15 00:00:00+00,575,227316,0,4534,2021/03/13 00:00:00+00,226652,13311,1430,10766,0,155,119,513,839,1013,1507,1848,107832,118797,23,6361,14398,40037,40179,36382,33966,25590,31,0,0,0,379,2356,3006,1951,12684,9593,7420
-7.692596,53.288234,2021/03/16 00:00:00+00,349,227663,18,4552,2021/03/14 00:00:00+00,227225,13338,1435,10766,0,155,119,514,842,1015,1512,1852,108122,119080,23,6411,14494,40126,40268,36476,34033,25633,30,0,0,0,380,2359,3013,1953,12709,9606,7427
-7.692596,53.288234,2021/03/17 00:00:00+00,557,228215,17,4566,2021/03/15 00:00:00+00,227569,13385,1437,10766,0,155,119,515,843,1023,1515,1856,108292,119254,23,6431,14544,40178,40325,36537,34065,25657,33,0,0,0,381,2371,3026,1958,12733,9622,7435
-7.692596,53.288234,2021/03/18 00:00:00+00,582,228796,0,4566,2021/03/16 00:00:00+00,228126,13417,1440,10766,0,157,119,517,846,1025,1516,1858,108554,119549,23,6494,14632,40262,40416,36621,34128,25693,29,0,0,0,382,2384,3032,1959,12766,9633,7439
-7.692596,53.288234,2021/03/19 00:00:00+00,507,229306,10,4576,2021/03/17 00:00:00+00,228700,13441,1444,10766,0,158,120,520,849,1029,1518,1859,108842,119835,23,6544,14717,40344,40515,36732,34200,25736,32,0,0,0,383,2390,3034,1960,12787,9641,7442
-7.692596,53.288234,2021/03/20 00:00:00+00,525,229831,9,4585,2021/03/18 00:00:00+00,229203,13476,1451,10766,0,159,120,522,850,1034,1522,1866,109089,120091,23,6582,14796,40410,40600,36818,34262,25772,33,0,0,0,384,2398,3037,1964,12814,9654,7453
-7.692596,53.288234,2021/03/21 00:00:00+00,769,230599,2,4587,2021/03/19 00:00:00+00,229725,13518,1454,10766,0,159,120,523,853,1035,1525,1874,109346,120355,24,6630,14868,40473,40680,36910,34325,25819,34,0,0,0,385,2404,3051,1970,12840,9677,7461
-7.692596,53.288234,2021/03/22 00:00:00+00,520,231119,1,4588,2021/03/20 00:00:00+00,230488,13558,1456,10766,0,159,122,525,856,1037,1529,1879,109728,120736,24,6703,14976,40575,40827,37049,34398,25873,32,0,0,0,386,2411,3062,1974,12875,9702,7468
-7.692596,53.288234,2021/03/23 00:00:00+00,371,231484,24,4610,2021/03/21 00:00:00+00,231007,13576,1459,10766,0,159,123,526,858,1041,1529,1881,109985,120998,24,6772,15074,40643,40907,37143,34449,25896,28,0,0,0,387,2414,3065,1976,12889,9719,7473
-7.692596,53.288234,2021/03/24 00:00:00+00,683,232164,18,4628,2021/03/22 00:00:00+00,231377,13598,1460,10766,0,160,126,528,861,1043,1530,1883,110167,121186,24,6808,15156,40683,40965,37207,34490,25922,30,0,0,0,388,2416,3070,1977,12900,9729,7475
-7.692596,53.288234,2021/03/25 00:00:00+00,606,232758,3,4631,2021/03/23 00:00:00+00,232056,13626,1461,10766,0,161,127,528,865,1047,1531,1890,110489,121543,24,6864,15268,40778,41082,37338,34558,25975,32,0,0,0,389,2419,3074,1980,12923,9745,7483
-7.692596,53.288234,2021/03/26 00:00:00+00,584,233327,20,4651,2021/03/24 00:00:00+00,232659,13653,1464,10766,0,162,127,529,866,1049,1534,1892,110786,121849,24,6906,15367,40860,41193,37455,34616,26024,33,0,0,0,390,2428,3078,1984,12950,9757,7489
-7.692596,53.288234,2021/03/27 00:00:00+00,624,233937,2,4653,2021/03/25 00:00:00+00,233242,13689,1469,10766,0,165,128,531,867,1054,1536,1897,111083,122135,24,6958,15438,40954,41272,37580,34684,26064,34,0,0,0,391,2435,3087,1985,12982,9774,7494
-7.692596,53.288234,2021/03/28 00:00:00+00,604,234541,13,4666,2021/03/26 00:00:00+00,233864,13714,1470,10766,0,165,128,531,868,1059,1539,1901,111392,122448,24,7015,15528,41049,41377,37700,34767,26106,32,0,0,0,392,2441,3091,1987,12999,9784,7497
-7.692596,53.288234,2021/03/29 00:00:00+00,539,235078,1,4667,2021/03/27 00:00:00+00,234464,13731,1471,10766,0,166,128,532,872,1062,1542,1901,111693,122747,24,7080,15635,41154,41462,37800,34836,26142,27,0,0,0,393,2444,3092,1988,13021,9792,7500
-7.692596,53.288234,2021/03/30 00:00:00+00,368,235444,14,4681,2021/03/28 00:00:00+00,235003,13741,1472,10766,0,166,128,533,872,1062,1543,1903,111982,122997,24,7130,15734,41226,41535,37901,34896,26193,32,0,0,0,394,2447,3093,1990,13041,9803,7502
-7.692596,53.288234,2021/03/31 00:00:00+00,411,235854,6,4687,2021/03/29 00:00:00+00,235368,13777,1475,10766,0,166,130,534,872,1064,1548,1911,112165,123179,24,7151,15793,41279,41586,37960,34951,26221,34,0,0,0,395,2455,3098,1995,13064,9813,7508
-7.692596,53.288234,2021/04/01 00:00:00+00,761,236600,18,4705,2021/03/30 00:00:00+00,235779,13805,1481,10766,0,166,130,534,873,1068,1556,1914,112367,123388,24,7169,15866,41339,41636,38045,35013,26253,35,0,0,0,396,2463,3100,1997,13085,9820,7511
-7.692596,53.288234,2021/04/02 00:00:00+00,591,237187,8,4713,2021/03/31 00:00:00+00,236528,13824,1482,10766,0,167,131,535,876,1070,1557,1918,112744,123760,24,7233,15971,41450,41751,38191,35104,26318,33,0,0,0,397,2465,3102,1999,13119,9833,7516
-7.692596,53.288234,2021/04/03 00:00:00+00,511,237695,2,4715,2021/04/01 00:00:00+00,237115,13854,1483,10766,0,167,131,538,879,1074,1563,1921,113038,124053,24,7273,16069,41539,41851,38286,35177,26364,31,0,0,0,398,2467,3107,2003,13141,9849,7524
-7.692596,53.288234,2021/04/04 00:00:00+00,457,238148,3,4718,2021/04/02 00:00:00+00,237623,13877,1485,10766,0,170,133,538,881,1081,1567,1922,113279,124320,24,7303,16156,41610,41937,38391,35235,26407,33,0,0,0,399,2468,3108,2005,13157,9856,7529
-7.692596,53.288234,2021/04/05 00:00:00+00,320,238466,0,4718,2021/04/03 00:00:00+00,238076,13888,1487,10766,0,170,133,539,882,1083,1568,1925,113528,124524,24,7336,16211,41696,42004,38475,35292,26449,32,0,0,0,400,2468,3110,2006,13177,9861,7533
-7.692596,53.288234,2021/04/06 00:00:00+00,443,238907,9,4727,2021/04/04 00:00:00+00,238393,13901,1489,10766,0,170,133,539,886,1084,1572,1925,113692,124677,24,7356,16261,41755,42062,38534,35329,26468,30,0,0,0,401,2469,3113,2006,13185,9867,7534
-7.692596,53.288234,2021/04/07 00:00:00+00,423,239325,5,4732,2021/04/05 00:00:00+00,238836,13910,1491,10766,0,170,133,539,888,1084,1574,1926,113932,124880,24,7382,16352,41824,42131,38613,35380,26500,31,0,0,0,402,2471,3115,2006,13205,9873,7534
-7.692596,53.288234,2021/04/08 00:00:00+00,400,239723,7,4737,2021/04/06 00:00:00+00,239255,13946,1492,10766,0,170,133,540,892,1087,1582,1931,114149,125082,24,7410,16430,41896,42193,38679,35425,26536,30,0,0,0,403,2475,3124,2008,13222,9886,7536
-7.692596,53.288234,2021/04/09 00:00:00+00,473,240192,34,4769,2021/04/07 00:00:00+00,239649,13964,1494,10766,0,171,134,540,895,1089,1582,1934,114353,125272,24,7436,16474,41947,42266,38768,35479,26570,35,0,0,0,404,2477,3127,2011,13233,9895,7539
-7.692596,53.288234,2021/04/10 00:00:00+00,455,240643,14,4783,2021/04/08 00:00:00+00,240115,13984,1499,10766,0,171,134,541,899,1090,1584,1937,114574,125517,24,7457,16558,42041,42347,38846,35531,26602,29,0,0,0,405,2480,3132,2012,13249,9902,7540
-7.692596,53.288234,2021/04/11 00:00:00+00,303,240945,2,4785,2021/04/09 00:00:00+00,240570,14011,1503,10766,0,172,135,543,899,1091,1589,1940,114790,125755,25,7476,16626,42138,42425,38934,35580,26632,30,0,0,0,406,2486,3137,2015,13266,9908,7543
-7.692596,53.288234,2021/04/12 00:00:00+00,394,241330,0,4785,2021/04/10 00:00:00+00,240872,14027,1504,10766,0,172,136,543,901,1098,1590,1942,114957,125890,25,7497,16672,42185,42479,38991,35613,26660,31,0,0,0,407,2488,3138,2015,13276,9913,7544
-7.692596,53.288234,2021/04/13 00:00:00+00,358,241684,18,4803,2021/04/11 00:00:00+00,241265,14040,1505,10766,0,173,136,544,906,1099,1590,1944,115136,126104,25,7526,16725,42247,42548,39073,35656,26695,33,0,0,0,408,2489,3139,2016,13287,9921,7545
-7.692596,53.288234,2021/04/14 00:00:00+00,431,242105,12,4812,2021/04/12 00:00:00+00,241620,14066,1511,10766,0,173,136,544,909,1103,1595,1949,115300,126295,25,7549,16775,42306,42614,39136,35702,26725,31,0,0,0,409,2491,3142,2020,13296,9925,7550
-7.692596,53.288234,2021/04/15 00:00:00+00,309,242402,8,4820,2021/04/13 00:00:00+00,242049,14085,1512,10766,0,173,139,545,911,1106,1598,1953,115503,126521,25,7572,16844,42366,42688,39212,35771,26768,33,0,0,0,410,2492,3144,2020,13307,9929,7550
-7.692596,53.288234,2021/04/16 00:00:00+00,420,242819,11,4831,2021/04/14 00:00:00+00,242355,14103,1514,10766,0,173,139,545,913,1108,1602,1956,115670,126660,25,7595,16883,42415,42731,39276,35813,26791,34,0,0,0,411,2496,3147,2020,13323,9936,7550
